Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trends,14_day_Avg,14_day_std,Upper_Band,Lower_Band
2017-06-01,INFY,EQ,977.05,969.3,979.7,958.55,971.25,971.4,969.49,2754303,2670262585.15,81421,1822506,66.17,6,2017,969.3203402308276,-0.005782713269535833,Slight Negative,968.6714285714286,15.98131979586109,1000.6340681631508,936.7087889797064
2017-06-02,INFY,EQ,971.4,973.4,975.45,964.2,966.0,969.45,968.76,1958983,1897792688.95,48927,1396644,71.29,6,2017,969.3262144688736,-0.002007411982705265,Slight or No change,969.95,15.203263819628644,1000.3565276392574,939.5434723607427
2017-06-05,INFY,EQ,969.45,970.0,972.0,957.05,959.0,958.75,961.71,2731349,2626761462.75,83794,1941199,71.07,6,2017,968.6978357991298,-0.011037186033317936,Negative,970.2178571428573,14.950541630822059,1000.1189404045014,940.3167738812132
2017-06-06,INFY,EQ,958.75,965.0,987.5,964.4,980.0,979.35,980.08,3504343,3434525873.65,83178,2018029,57.59,6,2017,969.4523262242543,0.02148631029986969,Positive,972.1142857142859,14.238104732499508,1000.5904951792849,943.6380762492869
2017-06-07,INFY,EQ,979.35,985.0,988.9,945.0,959.3,961.3,963.75,6227523,6001805446.2,139990,2519343,40.45,6,2017,968.5409081227893,-0.018430591718997413,Negative,972.0821428571429,14.26378694918943,1000.6097167555217,943.5545689587641
2017-06-08,INFY,EQ,961.3,962.95,962.95,948.15,956.05,956.45,952.81,3097676,2951501576.75,88147,1778850,57.43,6,2017,967.903948397946,-0.0050452512223030386,Slight Negative,971.9750000000001,14.383240113195802,1000.7414802263918,943.2085197736085
2017-06-09,INFY,EQ,956.45,938.55,950.95,923.0,949.0,948.6,937.55,7378831,6918028230.35,161124,3054942,41.4,6,2017,965.7516145634688,-0.008207433739348624,Slight Negative,971.0571428571429,15.475114727334804,1002.0073723118126,940.1069134024733
2017-06-12,INFY,EQ,948.6,943.35,965.2,940.1,964.4,963.85,953.95,4295838,4097996731.1,89686,2215716,51.58,6,2017,965.635701425812,0.016076323002319315,Positive,971.5250000000002,15.122191411198369,1001.7693828223969,941.2806171776035
2017-06-13,INFY,EQ,963.85,953.5,962.95,951.6,957.95,957.8,958.26,2468897,2365833763.7,69355,1449584,58.71,6,2017,965.3704917679272,-0.006276910307620565,Slight Negative,971.7392857142859,14.886379662313736,1001.5120450389134,941.9665263896584
2017-06-14,INFY,EQ,957.8,960.0,961.9,951.2,958.5,958.6,957.02,3719055,3559194776.55,90312,2710765,72.89,6,2017,965.042045110168,0.0008352474420547651,Slight or No change,969.9750000000003,14.874523263207147,999.7240465264146,940.225953473586
2017-06-15,INFY,EQ,958.6,959.65,967.95,949.6,951.35,952.1,956.12,2764031,2642752622.05,67490,1852460,67.02,6,2017,964.591668936664,-0.006780721886083918,Slight Negative,966.8607142857145,13.582301529386035,994.0253173444866,939.6961112269424
2017-06-16,INFY,EQ,952.1,949.1,953.85,936.0,937.0,940.25,942.47,5474225,5159269025.25,109487,4241070,77.47,6,2017,963.0221847978032,-0.012446171620628109,Negative,963.6535714285717,14.217695695122957,992.0889628188177,935.2181800383257
2017-06-19,INFY,EQ,940.25,939.95,940.25,928.0,930.8,929.85,931.98,3427930,3194759665.4,82075,2297829,67.03,6,2017,961.7348250688243,-0.011060888061685705,Negative,958.9142857142859,13.57831173049678,986.0709091752796,931.7576622532923
2017-06-20,INFY,EQ,929.85,935.0,946.9,934.05,944.25,943.55,943.01,2592198,2444471885.25,105790,1509148,58.22,6,2017,961.2163720100464,0.01473355917621122,Positive,956.5214285714288,13.079089510267101,982.6796075919631,930.3632495508946
2017-06-21,INFY,EQ,943.55,945.0,949.0,936.05,948.55,943.35,941.04,1867932,1757791620.6,59945,1286468,68.87,6,2017,960.8567074235623,-0.00021196544963164587,Slight or No change,954.5178571428575,12.769338383301195,980.0565339094599,928.979180376255
2017-06-22,INFY,EQ,943.35,947.7,968.7,935.1,939.0,940.15,953.78,4732621,4513895877.95,115123,2848768,60.19,6,2017,959.8518400208658,-0.0033921662161446875,Slight or No change,952.4250000000002,12.53264583152572,977.4902916630516,927.3597083369488
2017-06-23,INFY,EQ,940.15,945.0,949.15,938.0,943.05,943.25,943.77,3201509,3021488880.3,118944,2359021,73.68,6,2017,959.3241501799768,0.0032973461681646827,Slight or No change,951.3178571428573,12.615277781978529,976.5484127068144,926.0873015789002
2017-06-27,INFY,EQ,943.25,945.0,948.0,923.75,926.0,927.05,929.06,3452330,3207420226.5,113272,2392340,69.3,6,2017,958.2546058610127,-0.0171746620726213,Negative,947.5821428571429,11.35659088782387,970.2953246327907,924.8689610814952
2017-06-28,INFY,EQ,927.05,932.8,933.0,921.0,924.0,924.7,925.73,2952612,2733310088.65,98295,2094305,70.93,6,2017,957.3297960938015,-0.0025349226039587114,Slight or No change,944.9678571428574,12.14137248519187,969.2506021132411,920.6851121724736
2017-06-29,INFY,EQ,924.7,930.2,947.95,926.6,929.0,930.2,935.13,7957020,7440838109.9,103952,5660732,71.14,6,2017,955.4540446913907,0.005947874986482082,Slight positive,943.0928571428574,12.258119085589025,967.6090953140355,918.5766189716793
2017-06-30,INFY,EQ,930.2,930.8,938.0,929.0,934.4,935.55,934.42,2108350,1970090052.2,64325,1526984,72.43,6,2017,955.0959662671356,0.0057514513007954635,Slight positive,942.1607142857144,12.303223132600158,966.7671605509148,917.5542680205141
2017-07-03,INFY,EQ,935.55,941.1,955.0,934.6,953.6,951.9,945.66,2544462,2406192366.05,62128,1419172,55.77,7,2017,955.0280515374486,0.017476350809684238,Positive,941.3071428571429,11.03152575302069,963.3701943631843,919.2440913511016
2017-07-04,INFY,EQ,951.9,953.85,970.0,949.4,961.0,962.15,962.03,2583863,2485762341.4,54690,1493619,57.81,7,2017,955.178491109368,0.01076793780859342,Positive,941.6178571428572,11.579451414248572,964.7767599713544,918.4589543143601
2017-07-05,INFY,EQ,962.15,959.0,959.0,945.4,952.0,950.9,950.46,2113114,2008422006.7,58308,1201934,56.88,7,2017,955.1058355263957,-0.011692563529595136,Negative,941.0678571428572,10.872046144246983,962.8119494313512,919.3237648543632
2017-07-06,INFY,EQ,950.9,945.0,957.0,944.2,946.8,947.0,950.12,1914860,1819345350.9,56849,1143132,59.7,7,2017,954.9829903628827,-0.004101377642233617,Slight or No change,940.7035714285714,10.554774061745896,961.8131195520632,919.5940233050796
2017-07-07,INFY,EQ,947.0,943.85,945.45,933.05,935.1,935.4,938.78,2888443,2711621745.5,98641,2118035,73.33,7,2017,954.5453174969844,-0.01224920802534324,Negative,940.3571428571429,10.649970334788112,961.6570835267191,919.0572021875666
2017-07-10,INFY,EQ,935.4,945.0,1028.9,937.3,953.3,957.05,953.49,847546,808125207.5,17862,426402,50.31,7,2017,954.5616361374887,0.023145178533247712,Positive,942.3,11.058898261998303,964.4177965239966,920.1822034760033
2017-07-11,INFY,EQ,957.05,956.65,989.5,956.65,978.6,975.35,978.98,5769854,5648578195.35,113632,3220051,55.81,7,2017,955.4445237265106,0.019121258032495758,Positive,944.5714285714286,14.16495831112969,972.9013451936879,916.2415119491692
2017-07-12,INFY,EQ,975.35,974.95,981.5,968.75,973.0,972.35,974.41,3137988,3057672503.55,77201,2147850,68.45,7,2017,955.8261882516896,-0.0030758189367918747,Slight or No change,946.6428571428571,15.977109312326164,978.5970757675094,914.6886385182048
2017-07-13,INFY,EQ,972.35,977.25,983.45,964.1,980.0,977.05,977.0,2585196,2525724825.0,74502,1139208,44.07,7,2017,956.213728303748,0.004833650434514336,Slight or No change,949.2785714285714,17.767003927827133,984.8125792842256,913.7445635729171
2017-07-14,INFY,EQ,977.05,999.45,1006.85,966.05,970.0,972.05,985.55,11239090,11076697425.95,246571,4902877,43.62,7,2017,957.3784120220216,-0.005117445371270679,Slight Negative,951.3357142857142,18.66014292726425,988.6560001402427,914.0154284311857
2017-07-17,INFY,EQ,972.05,975.0,992.0,974.0,985.55,984.05,984.54,3849125,3789602386.0,85783,2209178,57.39,7,2017,958.0336989074581,0.012345043979219206,Positive,955.4071428571427,19.165211443402487,993.7375657439477,917.0767199703378
2017-07-18,INFY,EQ,984.05,986.05,1004.8,981.1,983.65,985.6,995.69,4130090,4112296075.35,93509,2299835,55.68,7,2017,958.7417392271672,0.001575123215283858,Slight or No change,959.7571428571428,18.56119667419152,996.8795362055258,922.6347495087597
2017-07-19,INFY,EQ,985.6,981.45,988.65,969.1,979.6,979.85,976.12,2945139,2874801639.95,105595,1545101,52.46,7,2017,959.1214000161681,-0.005834009740259716,Slight Negative,963.3035714285713,17.170530033995682,997.6446314965627,928.9625113605799
2017-07-20,INFY,EQ,979.85,979.3,979.85,966.95,969.0,969.45,970.69,3404870,3305085666.3,101526,2486394,73.02,7,2017,959.3317979074072,-0.010613869469816795,Negative,965.725,15.237059452834911,996.1991189056698,935.2508810943302
2017-07-21,INFY,EQ,969.45,973.0,982.55,971.4,979.9,980.1,978.45,2990377,2925921839.85,68179,1923535,64.32,7,2017,959.6968233392633,0.010985610397648228,Positive,967.7392857142858,15.132468640074958,998.0042229944356,937.4743484341359
2017-07-24,INFY,EQ,980.1,983.5,994.0,982.6,990.5,990.55,989.58,3064588,3032646958.4,110820,2177458,71.05,7,2017,960.242728518204,0.010662177328844,Positive,969.7678571428571,16.192039914519757,1002.1519369718966,937.3837773138176
2017-07-25,INFY,EQ,990.55,990.0,999.0,986.2,994.0,993.85,992.82,3572807,3547155443.75,104586,2636530,73.79,7,2017,960.9219643860706,0.003331482509716821,Slight or No change,972.8357142857143,16.40955899387975,1005.6548322734737,940.0165962979548
2017-07-26,INFY,EQ,993.85,998.1,999.0,990.4,994.0,994.05,993.84,3435012,3413852845.2,104013,2857462,83.19,7,2017,961.5534212661553,0.00020123761130941278,Slight or No change,976.1964285714286,15.504335178931468,1007.2050989292915,945.1877582135656
2017-07-27,INFY,EQ,994.05,996.0,1004.0,966.8,969.85,971.05,981.64,6338426,6222055606.7,100543,4878648,76.97,7,2017,961.8760891180707,-0.023137669131331414,Negative,978.7428571428571,10.363969709134603,999.4707965611263,958.0149177245879
2017-07-28,INFY,EQ,971.05,976.0,1003.0,962.3,995.7,997.35,987.2,5549214,5478201640.4,92083,3196985,57.61,7,2017,962.900837501067,0.02708408423871078,Positive,981.6214285714286,9.429877115719645,1000.4811828028679,962.7616743399893
2017-07-31,INFY,EQ,997.35,991.9,1021.7,986.75,1015.0,1011.2,1007.77,9579124,9653593591.35,194493,6840218,71.41,7,2017,965.1949162334444,0.013886800020053158,Positive,984.1821428571429,12.088624772946158,1008.3593924030353,960.0048933112506
2017-08-01,INFY,EQ,1011.2,1011.0,1017.0,998.35,1004.5,1005.55,1005.38,3844699,3865373992.85,74672,2634496,68.52,8,2017,965.9498384830052,-0.005587420886076001,Slight Negative,986.5535714285714,12.823078117892349,1012.1997276643561,960.9074151927867
2017-08-02,INFY,EQ,1005.55,1006.0,1012.75,987.2,989.1,993.35,999.06,2128792,2126780544.95,64338,1154252,54.22,8,2017,966.2307391083816,-0.012132663716374005,Negative,987.7178571428573,12.632385229773236,1012.9826276024038,962.4530866833107
2017-08-03,INFY,EQ,993.35,991.0,998.75,980.25,981.8,984.0,988.23,2320174,2292869696.85,64881,1484098,63.96,8,2017,966.427088979034,-0.009412593748427069,Slight Negative,988.5714285714287,11.873187542423818,1012.3178036562763,964.825053486581
2017-08-04,INFY,EQ,984.0,988.0,989.0,976.05,983.5,983.75,981.53,2674509,2625108704.9,54851,1951568,72.97,8,2017,966.6449646510507,-0.00025406504065039753,Slight or No change,988.5500000000002,11.882242730548723,1012.3144854610977,964.7855145389027
2017-08-07,INFY,EQ,983.75,983.5,983.75,965.7,966.5,968.25,972.33,3036872,2952834608.05,75997,2439913,80.34,8,2017,966.6675640264308,-0.01575603557814487,Negative,987.3107142857144,13.059997328474717,1013.4307089426638,961.190719628765
2017-08-08,INFY,EQ,968.25,968.5,970.25,955.05,963.5,963.85,963.45,3002324,2892578680.85,83371,2062272,68.69,8,2017,966.6288816667862,-0.004544280919184018,Slight or No change,986.1678571428573,14.394932430210178,1014.9577220032777,957.3779922824369
2017-08-09,INFY,EQ,963.85,967.65,973.9,964.55,970.7,969.35,969.56,1961205,1901504150.2,74542,1112721,56.74,8,2017,966.6530682518636,0.005706282097836857,Slight positive,986.1607142857144,14.403888077815267,1014.968490441345,957.3529381300839
2017-08-10,INFY,EQ,969.35,969.9,987.5,969.35,984.95,981.25,982.0,4570342,4488072666.75,118468,3294424,72.08,8,2017,966.9492856518823,0.0122762676020014,Positive,986.2428571428572,14.36990521277586,1014.9826675684089,957.5030467173056
2017-08-11,INFY,EQ,981.25,976.0,997.0,969.6,986.5,987.7,986.81,3272078,3228922463.05,85957,2064364,63.09,8,2017,967.2464472543152,0.006573248407643284,Slight positive,986.0392857142859,14.324309334556942,1014.6879043833998,957.3906670451721
2017-08-14,INFY,EQ,987.7,988.0,989.2,977.15,982.0,981.45,981.62,1908235,1873162935.8,83142,1423038,74.57,8,2017,967.3640866705748,-0.006327832337754358,Slight Negative,985.1535714285717,14.186904366157314,1013.5273801608863,956.7797626962571
2017-08-16,INFY,EQ,981.45,982.0,986.1,969.0,979.35,975.2,975.79,3089040,3014254126.05,73688,2010754,65.09,8,2017,967.4677566614528,-0.006368128789036587,Slight Negative,983.8071428571432,14.172113152553518,1012.1513691622501,955.4629165520362
2017-08-17,INFY,EQ,975.2,1005.0,1029.25,998.05,1021.05,1020.85,1012.61,12892130,13054759560.6,219380,8130105,63.06,8,2017,970.261072555678,0.046810910582444576,Among top gainers,987.3642857142861,16.74082330219011,1020.8459323186663,953.8826391099059
2017-08-18,INFY,EQ,1020.85,1017.9,1017.9,884.2,923.15,923.25,932.15,82202480,76625024333.45,1192900,42028494,51.13,8,2017,958.5000879643673,-0.09560660234118634,Bear drop,982.071428571429,23.635116590863852,1029.3416617531568,934.8011953897013
2017-08-21,INFY,EQ,923.25,924.0,924.0,870.0,870.15,873.4,888.68,45203588,40171479151.0,844350,20137307,44.55,8,2017,948.208498637695,-0.053994042783644725,Among top losers,972.2285714285717,36.019976905374826,1044.2685252393214,900.188617617822
2017-08-22,INFY,EQ,873.4,895.2,897.05,860.0,876.0,875.4,876.3,24621299,21575553323.6,436450,10004177,40.63,8,2017,943.7089582410056,0.002289901534233918,Slight or No change,962.9321428571432,42.89721887678321,1048.7265806107096,877.1377051035768
2017-08-23,INFY,EQ,875.4,880.0,903.7,873.9,893.4,892.8,890.37,30642095,27282913878.8,431562,15763891,51.45,8,2017,940.0730944601294,0.01987662782727884,Positive,955.7500000000002,45.736145443183254,1047.2222908863666,864.2777091136337
2017-08-24,INFY,EQ,892.8,910.0,918.25,902.35,911.5,912.15,910.72,21190262,19298432842.1,379260,13139149,62.01,8,2017,938.7589041675476,0.021673387096774244,Positive,950.6178571428574,46.349415427161304,1043.31668799718,857.9190262885347
2017-08-28,INFY,EQ,912.15,943.95,953.95,938.0,940.3,941.0,944.82,20356054,19232850863.35,339901,11887057,58.4,8,2017,938.8558453010311,0.031628569862413025,Among top gainers,947.5642857142859,45.39714676128836,1038.3585792368626,856.7699921917092
2017-08-29,INFY,EQ,941.0,941.45,942.0,925.55,926.75,927.45,933.49,6684696,6240109664.25,148591,3807364,56.96,8,2017,938.6960965249488,-0.014399574920297531,Negative,944.6500000000003,45.27649670464994,1035.2029934093002,854.0970065907004
2017-08-30,INFY,EQ,927.45,937.2,939.0,924.1,926.7,926.65,930.56,8074832,7514125821.5,147639,4723273,58.49,8,2017,938.4956852797702,-0.000862580193002338,Slight or No change,941.9928571428574,45.15444375926711,1032.3017446613917,851.6839696243231
2017-08-31,INFY,EQ,926.65,928.8,928.95,912.9,915.0,914.95,916.78,7511226,6886139481.45,174045,4983033,66.34,8,2017,938.1368502451096,-0.012626126369179258,Negative,938.1071428571431,44.959408432423075,1028.0259597219892,848.188325992297
2017-09-01,INFY,EQ,914.95,915.95,925.9,910.0,919.85,919.95,919.57,4216961,3877809875.8,81607,2288888,54.28,9,2017,937.9825631082983,0.0054647794961473215,Slight positive,933.7285714285717,43.39221710738618,1020.5130056433441,846.9441372137994
2017-09-04,INFY,EQ,919.95,921.0,921.1,893.5,899.95,900.2,904.13,5088554,4600718442.35,141455,2605004,51.19,9,2017,937.5997073041676,-0.02146855807380832,Negative,927.4785714285717,41.27009866666281,1010.0187687618974,844.9383740952461
2017-09-05,INFY,EQ,900.2,902.0,905.0,897.25,901.0,901.9,901.02,4891696,4407506232.1,79400,3043364,62.21,9,2017,937.2553070179047,0.0018884692290601637,Slight or No change,921.7964285714288,38.66145697583773,999.1193425231043,844.4735146197534
2017-09-06,INFY,EQ,901.9,900.0,900.3,890.0,896.9,895.6,894.39,3867955,3459475483.1,126593,2169351,56.09,9,2017,936.9399584684323,-0.00698525335403033,Slight Negative,916.1107142857145,35.962518835435624,988.0357519565857,844.1856766148433
2017-09-07,INFY,EQ,895.6,900.0,900.5,892.35,894.65,895.75,896.04,3120596,2796180947.75,74906,2144854,68.73,9,2017,936.6899103906467,0.00016748548459122325,Slight or No change,907.1750000000002,19.88296284607808,946.9409256921564,867.409074307844
2017-09-08,INFY,EQ,895.75,899.0,899.0,882.1,884.0,884.3,888.07,4302271,3820696331.75,78811,2781198,64.64,9,2017,936.255079493504,-0.0127825844264583,Negative,904.3928571428572,20.183417195073577,944.7596915330043,864.0260227527101
2017-09-11,INFY,EQ,884.3,890.4,891.8,873.65,879.95,878.7,880.91,6893821,6072846748.0,145836,4926886,71.47,9,2017,935.499672826327,-0.006332692525160999,Slight Negative,904.7714285714288,19.598613709666324,943.9686559907615,865.5742011520962
2017-09-12,INFY,EQ,878.7,882.55,887.75,878.8,883.25,884.05,881.98,8620677,7603270019.7,94378,7004148,81.25,9,2017,934.6688831621274,0.006088539888471578,Slight positive,905.3892857142858,18.718000166145995,942.8252860465778,867.9532853819939
2017-09-13,INFY,EQ,884.05,885.5,887.6,881.0,884.5,883.75,883.75,5739114,5071927187.7,136009,4337096,75.57,9,2017,934.1273226027378,-0.0003393473219840404,Slight or No change,904.7428571428574,19.332404613289306,943.407666369436,866.0780479162787
2017-09-14,INFY,EQ,883.75,884.5,896.6,881.6,892.3,892.4,891.42,6849003,6105328296.85,110957,5034797,73.51,9,2017,933.6043324089868,0.009787835926449828,Slight positive,903.3321428571431,19.47041747352813,942.2729778041994,864.3913079100869
2017-09-15,INFY,EQ,892.4,892.3,913.25,892.2,908.6,908.25,904.85,6729730,6089408744.25,99888,4438125,65.95,9,2017,933.2958860060496,0.017761093679964146,Positive,900.9928571428574,16.30707558962607,933.6070083221096,868.3787059636052
2017-09-18,INFY,EQ,908.25,910.0,917.75,906.3,908.8,909.1,912.83,4237930,3868513182.3,77992,3189815,75.27,9,2017,933.1119313596968,0.0009358656757501027,Slight or No change,899.682142857143,14.672483497284526,929.0271098517121,870.337175862574
2017-09-19,INFY,EQ,909.1,908.0,916.0,903.5,912.7,912.25,911.15,3016665,2748642130.2,79618,1885792,62.51,9,2017,932.999638260692,0.003464965350346461,Slight or No change,898.6535714285717,13.051782434799483,924.7571362981706,872.5500065589728
2017-09-20,INFY,EQ,912.25,917.0,917.0,907.45,913.3,912.7,910.97,2883915,2627153267.8,46614,2044262,70.88,9,2017,932.8957149058887,0.0004932858317348021,Slight or No change,898.4928571428574,12.84793992979521,924.1887370024477,872.796977283267
2017-09-21,INFY,EQ,912.7,915.0,915.25,908.15,911.0,909.55,910.99,4102076,3736951962.8,42387,3197445,77.95,9,2017,932.7269421884688,-0.0034512983455682322,Slight or No change,897.7500000000001,11.767066165952834,921.2841323319058,874.2158676680945
2017-09-22,INFY,EQ,909.55,908.15,910.25,888.0,899.0,898.3,897.32,8802044,7898273388.25,101141,6337990,72.01,9,2017,932.2010603406591,-0.012368753779341437,Negative,897.6142857142858,11.747576322400091,921.109438359086,874.1191330694855
2017-09-25,INFY,EQ,898.3,901.0,901.95,889.1,901.0,895.35,894.32,4544350,4064084916.0,83796,3038937,66.87,9,2017,931.9127127162964,-0.0032839808527217467,Slight or No change,897.1464285714286,11.694072533452509,920.5345736383337,873.7582835045235
2017-09-26,INFY,EQ,895.35,897.0,908.4,894.3,901.75,905.9,900.14,3683239,3315416202.5,101232,2519693,68.41,9,2017,931.7487804005856,0.011783101580387534,Positive,897.8821428571429,11.911284357910802,921.7047115729645,874.0595741413213
2017-09-27,INFY,EQ,905.9,906.1,907.9,895.1,895.9,899.8,900.49,3000069,2701542236.4,88378,1994987,66.5,9,2017,931.5856214217627,-0.006733635059057329,Slight Negative,898.1714285714286,11.904697106053497,921.9808227835356,874.3620343593216
2017-09-28,INFY,EQ,899.8,896.1,903.9,894.3,896.0,896.0,897.71,8768633,7871666208.05,135425,7778115,88.7,9,2017,931.0622652911006,-0.00422316070237827,Slight or No change,899.0071428571429,11.248604309031576,921.504351475206,876.5099342390797
2017-09-29,INFY,EQ,896.0,898.0,902.4,895.0,899.0,899.9,899.31,2852916,2565651056.6,79579,2099609,73.6,9,2017,930.9138646626272,0.004352678571428514,Slight or No change,900.5214285714285,9.612566180343949,919.7465609321164,881.2962962107406
2017-10-03,INFY,EQ,899.9,910.1,912.0,901.6,903.05,903.55,905.66,2473761,2240392336.3,98569,1968356,79.57,10,2017,930.8013359704697,0.004056006222913577,Slight or No change,901.9142857142857,8.375431758597307,918.6651492314803,885.1634221970911
2017-10-04,INFY,EQ,903.55,903.0,905.4,897.15,901.45,899.6,901.13,2495746,2248997167.45,81198,1658660,66.46,10,2017,930.6724209343756,-0.0043716451773558864,Slight or No change,903.0464285714286,6.618112218806981,916.2826530090425,889.8102041338146
2017-10-05,INFY,EQ,899.6,900.0,904.95,899.0,903.0,903.05,902.78,4305650,3887063882.6,46048,3573231,82.99,10,2017,930.4769213735367,0.0038350377945752796,Slight or No change,903.8071428571428,5.870030046542811,915.5472029502284,892.0670827640572
2017-10-06,INFY,EQ,903.05,904.0,922.0,903.95,920.5,920.15,916.53,4287154,3929315140.25,76214,2820790,65.8,10,2017,930.4046551322244,0.018935828580920244,Positive,904.6571428571427,7.259896617801176,919.1769360927451,890.1373496215404
2017-10-09,INFY,EQ,920.15,920.0,929.0,914.0,924.25,923.9,923.72,1752416,1618746284.65,39646,1158064,66.08,10,2017,930.386102031676,0.0040754224854642205,Slight or No change,905.7142857142856,8.858208461247594,923.4307026367808,887.9978687917903
2017-10-10,INFY,EQ,923.9,939.95,939.95,929.55,935.15,935.45,935.46,3571610,3341105876.3,103093,1997414,55.92,10,2017,930.4153695997251,0.0125013529602771,Positive,907.3714285714285,11.842341151820646,931.0561108750697,883.6867462677873
2017-10-11,INFY,EQ,935.45,935.45,938.0,928.0,930.6,930.7,932.27,2991252,2788647777.55,95474,2208694,73.84,10,2017,930.4167407176624,-0.005077770057191677,Slight Negative,908.6571428571427,13.346907696354434,935.3509582498516,881.9633274644339
2017-10-12,INFY,EQ,930.7,930.0,934.35,919.55,928.35,927.3,924.62,5140486,4753015819.85,108653,3208005,62.41,10,2017,930.3911510330846,-0.003653164284946886,Slight or No change,909.925,14.250705110762272,938.4264102215245,881.4235897784754
2017-10-13,INFY,EQ,927.3,932.8,933.5,927.55,929.05,930.1,929.7,3590364,3337968430.45,104364,2662742,74.16,10,2017,930.389490935842,0.0030195190337540807,Slight or No change,912.1964285714286,14.779747893731383,941.7559243588913,882.6369327839658
2017-10-16,INFY,EQ,930.1,935.95,942.0,933.0,939.0,939.0,937.81,2879375,2700304305.65,78589,1957128,67.97,10,2017,930.4286851885164,0.00956886356305775,Slight positive,915.3142857142857,15.537218696897542,946.3887231080807,884.2398483204906
2017-10-17,INFY,EQ,939.0,936.8,936.8,929.5,930.75,930.5,932.11,2812551,2621611619.35,77515,2204290,78.37,10,2017,930.4290008697501,-0.009052183173588912,Slight Negative,917.0714285714286,15.77977910401427,948.6309867794571,885.5118703634
2017-10-18,INFY,EQ,930.5,928.9,930.0,922.95,925.0,924.35,926.7,3615926,3350868643.1,78889,2866352,79.27,10,2017,930.3946010791688,-0.006609349811929065,Slight Negative,918.825,15.060502979650321,948.9460059593007,888.7039940406994
2017-10-19,INFY,EQ,924.35,930.0,932.0,925.2,927.75,926.95,927.39,545717,506094102.55,13886,379479,69.54,10,2017,930.3916618074595,0.002812787364093739,Slight or No change,921.0357142857144,13.658632499569519,948.3529792848535,893.7184492865754
2017-10-23,INFY,EQ,926.95,930.0,942.0,928.1,940.95,939.5,936.18,4577048,4284920339.6,105211,3700749,80.85,10,2017,930.456385136064,0.013539025837423724,Positive,923.8642857142859,13.030901565296583,949.926088844879,897.8024825836927
2017-10-24,INFY,EQ,939.5,946.0,946.65,921.6,924.35,926.5,933.61,7264664,6782341418.05,117978,5282209,72.71,10,2017,930.4122606617053,-0.01383714741883979,Negative,925.5035714285716,11.649074976248116,948.8017213810679,902.2054214760753
